,RF,pgm,pgi,gapC,zwf,rpe,WT_0_5,WT_0_7
b1961,0.624157362,0.63806773,0.544711449,0.743211778,0.669306435,0.544357162,0.679941536,0.716130626
b1452,0.55275661,0.488744338,0.488582194,0.650335345,0.5544068,0.589398497,1.418199598,1.325043741
b2137,1.403114212,1.400060288,1.327902488,0.571075968,1.029192637,2.675642032,0.595891814,0.607757951
b4308,0.956474652,0.943233236,0.979861085,1.005945941,1.005205872,1.262073304,0.810167845,0.859461101
b1727,1.121883824,0.864026747,1.755452266,1.215190066,1.120000757,0.905177484,1.945885898,1.885617395
b0895,1.102208993,0.825127981,0.543561156,1.144898292,1.076223853,1.297334734,2.73561643,0.651243768
b2431,0.567146833,0.446283097,0.605903661,0.587285747,0.668085707,0.499077103,0.848729661,0.546093078
b3709,1.14327822,1.191190132,0.481406447,0.789357288,0.98693724,0.438820475,1.263228387,1.49148339
b0976,1.031007151,0.590657516,0.793954539,1.079876846,0.648962105,1.166955395,1.967488752,1.08633633
b1969,0.985321133,1.562172999,1.560591958,1.524757671,1.261903511,0.724931906,1.786939079,3.20289128
b1624,0.944691232,0.652850272,1.281928197,0.957220165,1.049920894,0.987191226,0.970255541,0.948993573
b1570,1.019739108,1.471058576,1.512946608,1.466747882,1.180713649,1.106666315,1.001553436,1.535473809
b2964,0.700071127,0.641562745,0.345964673,0.66399924,0.48194211,0.692700952,0.384443623,0.298570156
b1438,0.945742104,1.642600866,1.456916169,1.587218521,1.344537942,1.150166948,1.255321678,1.23643162
b2615,1.017226304,0.993442945,1.639354865,1.020752108,1.160805057,1.237404955,1.196587296,1.186216281
b3654,0.697392323,1.068326002,1.119974736,1.613217625,1.636748162,0.258058233,1.332014478,1.695891871
b4322,1.136646003,1.275315079,0.907594374,1.337826135,1.253203823,1.118569787,0.754871782,0.55161994
b1040,0.82123431,0.665071479,1.681768646,0.749483294,1.043502139,2.117818558,2.899522372,2.422023065
b3393,1.085762968,0.795984677,1.354741303,0.906682392,1.015787503,0.700941179,1.755919113,2.209692281
b1867,1.146899022,1.810568544,1.399641835,1.320572798,1.571386677,0.966667812,1.363576158,1.501428558
b0276,1.391883505,1.038367224,0.729186796,1.388249458,0.884312567,1.388825832,0.608208152,0.654521026
b4129,0.53225037,0.545186497,0.681593512,0.451838719,0.588062847,0.623491286,0.745838797,0.730534809
b4357,1.371105619,1.493775952,0.584058272,2.512400596,1.878903496,2.090526599,0.528118651,0.190295209
b3563,0.495606886,0.711504817,0.452506686,0.504587595,0.58341242,0.718917246,0.499477881,0.470114919
b0119,1.374153973,1.162024878,1.157710113,1.241049623,1.045906672,1.495730175,0.762924338,0.837440679
b4316,0.74664862,0.610330307,0.510398263,1.041291024,1.148083187,0.543027441,7.802257903,2.991792014
b4018,0.878043363,0.853163523,1.224080597,0.956223725,1.132822036,0.756831087,0.873594823,1.482136638
b2836,1.326976566,1.103971656,1.49239998,0.856206236,0.758068036,1.689235771,0.994613595,0.977533439
b2794,0.945063435,1.299398807,1.47819428,1.284859945,1.346111687,0.937702534,1.29884832,1.644656337
b1272,1.030271617,0.9952669,1.063301882,1.001680624,0.700225226,0.951554334,1.07689775,1.204774323
b1622,1.123672703,1.385741794,1.05337152,1.493118463,1.33216512,0.84750464,1.447509246,1.193799452
b3402,0.325852477,0.32514369,0.353780936,0.331911091,0.317574782,0.344760352,0.286296583,0.311856217
b2202,1.212803523,1.101265266,0.977440596,1.064921193,0.955773621,1.293258202,0.952754238,0.581276874
b1424,1.270680601,1.006563755,0.783330737,1.050936707,1.185083037,1.678547875,0.94085376,0.976588693
b2182,0.685861957,0.4794754,0.478239661,0.534353419,0.534562714,0.731670129,0.588152701,0.67754897
b0826,0.952961557,0.781250413,1.90860257,1.007953938,1.015996489,0.847123011,1.476313827,1.854426907
b3645,1.120394452,0.84485339,0.698157516,1.418558132,0.988476201,3.320824871,0.741639859,0.563638741
b1626,0.943210232,1.151133487,1.417158497,1.419816396,1.400475046,0.879415502,1.255839304,1.813933553
b2128,1.158778326,1.23064371,1.184478462,0.622075274,1.063514558,0.854665088,0.591523931,0.5828072
b3352,0.578821895,0.589946238,0.499349145,0.655399286,0.667473899,0.365336115,0.751237815,0.869910281
b2221,0.750232317,0.657169577,0.906111558,0.822599219,0.938300683,0.910969334,0.745516442,0.644644459
b4151,0.676749621,0.681050026,0.426026204,0.494805758,0.631234116,1.569633154,0.284781426,0.117257831
b0464,1.177957464,1.211028432,1.210729786,1.227848218,1.219426212,1.199980246,1.594463525,1.887772717
b2419,1.148273687,1.836969455,0.867157869,1.366997788,0.946241566,1.239102011,0.421670099,0.467714306
b0250,1.185415223,0.817672021,0.599702582,5.792008313,1.017091224,0.856201371,0.565823333,0.341358929
b3625,1.026684946,0.920221699,1.217554909,0.806113979,0.883030575,0.858247573,0.775060979,1.018745477
b2790,1.143809336,0.826563973,1.107760211,0.96180485,1.008086567,1.763138792,1.280149543,0.899466283
b3884,0.988463215,0.955604249,0.906983711,1.125675816,1.042360473,1.742624967,1.24057639,1.138814388
b2379,0.923522688,0.951508035,2.012053454,0.768695381,0.307487168,1.424048928,1.111417327,1.012880674
b2098,1.208765191,1.052951252,1.095912925,1.147691637,1.165494541,0.874033624,1.069180022,0.617319012
b2010,1.174710266,0.980198354,1.048904275,1.111242897,1.066536187,1.209758164,0.975721421,1.101929306
b3785,1.006691561,1.13435717,0.937014664,1.020187944,0.963236258,1.011485538,1.302062146,1.5914912
b0261,0.637095721,0.569910123,0.638621561,0.690043405,0.620466247,1.201455854,0.442436516,0.518594157
b2079,0.960669502,0.978279981,1.611129724,0.794149203,0.91060291,1.174267312,1.456261399,1.377598199
b2174,0.869729316,0.79312567,0.623574098,1.182497387,1.055856161,0.832056946,1.766055512,3.498768194
b2726,1.038087237,1.260572099,0.841100862,1.29673691,1.313145481,1.383042735,2.01797781,0.844027525
b1009,0.896223705,0.860093258,1.039022674,0.851417737,0.665125508,0.916112595,0.716326566,0.985728957
b1427,1.112295554,1.100337641,1.040373733,0.771804913,1.016239263,1.772832752,0.678264995,0.729447879
b4113,0.956294334,0.749075225,0.800528898,0.610390956,0.83279604,1.784146591,1.291757075,0.824292856
b2929,0.931140944,0.910317436,1.534779823,1.196725475,1.087339615,1.358953698,1.096486069,1.34515439
b2756,0.710934277,0.895883136,0.855595514,0.733524682,0.62208463,0.28125492,1.387061716,1.549443694
b0247,0.399326961,0.723169067,0.521349817,0.561066515,0.177509114,0.393578409,0.648982514,0.595683972
b4265,0.540125714,0.65326651,0.554689851,0.621235973,0.669047947,0.568465035,0.626732524,0.646135095
b0164,1.048508702,0.672057776,0.785864204,1.089574508,0.886454728,0.773308835,0.840059521,1.01643378
b1803,1.215692512,1.162153556,0.929893962,0.982224512,1.152371238,1.039173399,0.860019133,0.838636249
b1511,1.645853824,1.250947856,0.419652245,0.814857584,1.114726641,2.045127765,0.148334895,0.163256008
b2812,0.569676802,0.466929695,0.626352327,0.483651423,0.575764949,0.496767485,0.689057198,0.589257974
b1128,1.120636602,1.189075167,1.350379345,1.086834762,0.963046939,1.632608882,1.009574609,0.997756137
b0959,1.140091881,1.033960267,1.087075949,0.995208622,0.926206569,1.295603131,0.882004434,0.856655751
b2439,1.11067094,1.112565148,1.695391416,1.359172328,0.89995421,1.226128543,1.14197235,0.99033391
b0762,1.020152393,1.11378025,1.389962723,1.13693943,1.009426396,1.524740461,0.982210896,0.962712576
b3892,0.606406743,0.417755081,0.345363087,0.558991716,0.518379734,0.846457016,0.726339295,0.586447337
b4358,0.435239244,0.505485485,0.503237066,0.512236788,0.469190929,0.317156198,0.425650992,0.347197063
b1442,1.388578852,1.772951138,0.546452256,0.707968967,1.555104715,1.801519593,0.273700913,0.176908683
b2768,0.989988619,1.003083306,0.846631694,0.892722652,0.835237962,1.691616148,0.871283195,0.685267221
b0117,1.007341506,0.791058721,1.417134436,0.93351012,1.027798531,0.483542662,0.35258107,1.125145393
b0187,1.033200024,1.265299505,1.458461532,0.820571418,0.941990489,1.76152919,1.139748465,1.1489454
b3096,0.944892677,1.016796993,1.031976301,1.145866324,1.20166339,1.152552661,1.238797719,2.240710224
b2822,1.107077079,1.428575068,1.494553259,1.059370623,1.000373198,0.878639099,0.69422369,1.191370457
b3467,0.894121588,1.319313234,1.191486559,1.232157384,0.837051092,0.896076049,1.170859204,1.126266261
b0475,1.177145724,0.844234849,0.89975743,0.812341751,1.018236729,1.701421712,1.050894962,1.126835379
b0691,1.153326738,1.327923551,1.15868963,0.710282529,0.89133375,1.454788492,0.776768525,1.165235478
b4304,1.564897293,0.528008595,1.21696482,2.253829382,0.586864078,1.625363689,0.168386259,0.197754775
b0774,0.978814354,1.396847679,1.295481545,1.314643238,1.206763152,0.806623339,1.675155713,2.115874961
b2230,0.984729985,0.676832003,0.696804079,1.049652199,0.970593397,0.61276148,1.273380955,1.111923605
b4063,1.066736747,0.882829238,0.506013704,0.879774376,0.989796496,1.36751333,0.921219726,0.890096519
b0776,1.047518274,1.410697456,1.157520146,0.915984167,0.907858398,0.503470472,2.058508556,2.887797434
b0964,0.745747052,0.44811294,0.635602956,0.372233869,0.41676174,1.116785188,0.275485886,0.256817129
b1340,1.06126089,1.325201594,1.632744733,1.064474253,1.097696251,1.894617319,1.159497529,1.086147601
b0577,1.168949611,0.701846838,0.854425778,2.124184692,1.090934852,0.748139518,1.985331581,1.873055313
b4297,1.236097265,0.921957978,0.529519748,0.978257936,0.683332899,1.093734595,0.740855033,0.372444743
b3071,1.12259263,0.767637186,0.869848122,1.137767214,0.988422148,1.072842269,1.647769823,1.30480258
b0806,0.601019419,0.834784219,0.609152003,0.26439819,0.473634044,1.370294861,0.266730425,0.290750606
b2604,0.475571143,0.627854142,0.512476739,0.369783905,0.650232038,0.707626787,0.235243792,0.305663394
b0308,1.315592309,1.127414358,0.899132151,1.310427247,1.291171592,1.107008776,0.982725651,0.703478325
b0417,0.567443359,0.515256652,0.605330286,0.605605959,0.535043659,0.510020396,0.734583872,0.644827585
b1902,1.006108704,1.074931629,0.662417605,0.839403302,0.919652177,2.395307863,1.516664243,1.127229587
b2441,1.154772028,0.926982467,1.036592818,1.089598634,1.086831622,1.098983993,1.238851924,1.24300026
b0488,1.106638925,0.754549658,0.783532608,0.730025399,0.747698319,1.109704542,1.292826012,1.148012021
b1861,0.984245086,1.060974835,1.304976253,1.115711783,1.202760927,1.398845024,1.147807175,1.089765665
b4331,0.999252744,0.90026977,1.223706596,1.053664997,1.112441497,0.835232138,0.704411723,0.866658801
b3406,0.949349829,1.031218104,0.92368501,0.747117621,0.858028623,1.479616241,1.269974257,2.096863111
b3590,0.999303976,0.879249834,1.20744123,0.888763219,1.013761676,0.892077567,1.369832341,1.577237501
b0486,0.795492938,0.815376867,1.060255408,0.880799333,1.047952583,1.705380265,3.042300345,2.81578198
b3920,0.873062411,2.273435739,1.450536116,1.382760019,1.336924362,1.07000634,1.301424099,2.116530117
b1164,1.004852093,3.29294165,1.223140376,0.735306614,0.947872102,1.787747347,0.97087281,1.140827121
b3051,1.016590015,1.011035768,1.023458441,0.849114866,0.731344561,1.209558094,0.915709458,1.034625378
b2906,1.052383797,1.086197006,1.377531557,1.066953989,0.883641265,0.911541218,1.535860564,1.598180842
b1812,1.027249478,1.370768034,1.555898446,1.305066974,1.099270991,0.636958133,1.458658279,1.853519518
b0099,1.227029114,1.087483558,1.0571445,1.248733598,1.115971016,0.453173253,1.149608585,1.557515255
b0835,1.12818371,0.950175759,0.964115324,1.442736912,1.102263382,0.725103561,1.580344667,1.615569538
b2755,1.096490743,1.242343557,1.013747711,1.286942235,1.126514534,0.896725612,1.073895435,1.094682461
b2343,1.050034216,1.041783425,0.728369935,1.225601799,1.068925729,1.992614598,1.308050916,0.464899961
b1269,1.128272714,0.82972202,0.737944466,1.314981842,1.150025049,0.437231829,2.254225941,1.846516937
b2676,1.030065165,0.963169257,0.98987241,1.371424006,1.42070569,2.077158215,0.750321135,1.049221223
b0595,1.163205436,1.100200421,1.275707302,0.865405505,0.838715164,0.562021248,1.330472453,2.110705592
b0962,0.575992849,0.525264529,0.717882571,0.49359922,0.446808053,0.552094656,0.586120008,0.567593193
b2381,1.022644567,0.937714949,1.170126538,0.709104935,0.859266484,1.891815147,0.843953544,0.738360871
b2200,1.010124852,1.219130323,1.006656806,0.917187581,0.658740696,1.502874056,0.741217179,0.771948641
b1773,1.384220504,1.1486874,1.105041839,1.443163154,1.28150225,1.016893849,1.202383407,0.435636478
b1833,0.638519045,0.67357407,0.464425928,0.445257625,0.520995033,0.676574053,0.300992251,0.411822824
b3250,0.46542389,0.59301583,0.599538664,0.578459104,0.486061462,0.27305689,0.720510132,1.193831259
b3519,0.780086179,0.739186655,1.034774599,0.840182156,0.78728041,1.208228841,0.909939125,0.962505345
b1838,1.184031503,0.851592359,0.907451764,0.903264646,0.918020163,1.402121006,0.629819625,0.492798779
b0183,0.884902531,1.008338826,1.129030834,1.071084987,1.025788904,0.789935038,1.268023972,2.031731949
b1776,1.015928205,0.801616074,0.686026676,0.852536754,0.795729347,1.585909783,1.124279635,0.668497521
b1607,1.084830881,0.782198399,1.465536475,1.495749915,1.270451717,1.062172842,1.062820893,1.466056515
b3673,0.609435966,0.576100318,0.703401719,0.562965349,0.554304215,0.916141259,3.024092455,2.790299044
b1166,0.495417462,1.765188923,0.414985511,0.293869962,0.555435258,0.898438492,0.423148897,0.333427079
b2199,0.933423209,0.951765978,0.961865119,1.156396025,0.94197436,1.004138395,1.129530803,1.16085155
b0503,0.978773646,0.985298764,1.125378616,1.328916183,1.119837065,1.029407614,1.673206436,1.915598192
b1608,0.810729466,2.284244771,1.062021307,1.478123564,1.604205129,0.743759935,0.846304925,1.159721961
b2233,1.116383339,1.081137127,1.194001989,1.170438834,1.283774677,1.151072232,0.909065814,0.953852532
b3187,0.92913708,1.384592001,1.234990801,1.393631412,1.405735141,1.197471494,1.473329939,2.240252101
b0404,0.908041068,1.068122702,1.908943946,0.703360686,0.877500391,0.939666579,0.655056487,1.159771068
b0459,0.998810495,0.796557334,0.936965093,1.51155702,1.813286982,0.905673424,1.369003471,1.086756067
b0147,0.886148443,1.274770483,0.837298884,0.980103392,0.9458397,0.716402313,1.969024767,3.105294203
b0029,1.065260809,0.869952856,1.540898778,1.25264031,1.160045892,0.634616785,1.448657158,1.544814037
b3475,0.872133217,1.156271642,1.277452656,1.251748442,1.219258729,1.278801836,0.7575388,1.719627183
b4012,0.974551457,0.885791634,0.763715078,0.900222443,0.692488003,1.199938436,0.651210085,0.267624992
b2605,0.955181842,1.015284004,1.250695068,1.113755569,1.055651798,1.219550848,1.343328884,1.82872678
b0349,0.867472612,1.761518216,1.375336799,0.853765774,0.717832884,0.714550229,1.387373583,1.441302113
b0424,1.137737449,0.803144848,1.363523478,0.818719628,0.87793955,1.635818465,0.936234952,1.281317432
b3290,0.905768541,0.96792973,0.858553788,0.839247501,0.834719992,1.25069339,0.864182327,0.740667472
b1413,1.19854506,0.701857702,1.184085754,0.808536386,0.689038323,1.279007059,0.734834665,0.775248838
b1135,0.743860891,1.08372718,1.420221691,0.878685345,0.8649665,0.979933217,1.243250349,2.01412298
b1794,0.907162332,0.913600534,1.211207495,1.12945655,0.986460465,0.871754769,1.389632777,1.818023222
b3323,0.862600948,0.780610012,0.962161398,0.790416528,0.83397712,0.592689602,0.967266764,1.034333565
b0630,0.625920155,0.938073421,1.754168539,1.144396098,1.022934761,0.654235884,1.302784804,2.46546647
b1453,0.422021225,0.635237537,1.033233009,0.417980358,0.372585883,0.69712864,0.625259535,0.725287428
b0698,0.985851409,1.226017651,1.150225771,0.87115306,0.790158584,0.867569028,1.37180876,1.056135315
b0266,0.946969287,1.308374291,1.545840876,1.413867202,1.102719895,1.012495928,1.443630278,1.441591368
b1138,1.022465228,1.083702939,0.828069817,2.057417191,1.52855191,0.774694865,1.696101061,1.09570047
b0714,0.767453672,0.895176696,0.985079761,0.774348471,0.950776676,1.01740481,2.680572901,3.029983072
b3807,0.79372729,1.402600228,1.273020674,1.126146691,1.112131459,1.247797897,1.204196705,1.646433773
b1097,0.975343181,1.180397069,1.132296826,1.27322292,1.092022186,0.961355522,0.859828109,1.134952439
b2166,1.170692416,1.667294625,0.276742898,1.499909933,1.901422662,0.63341277,1.366812004,0.109816084
b2545,0.541109652,0.609483431,0.552489826,0.501607253,0.421813381,0.532171663,0.627785985,0.46759962
b0805,0.919350348,0.941180517,1.122962953,0.769306256,0.868776191,0.969687675,1.48588072,3.505156024
b0524,0.827431833,1.188924727,1.088646064,1.319451478,1.164131846,0.576686974,1.54731351,2.345429498
b3235,0.878881356,0.951253545,1.167899499,0.892739572,1.013082961,0.727953865,0.89603182,1.111543354
b1281,0.81962839,0.944672072,1.983646609,1.284859696,0.960220084,0.326670933,2.191830153,3.452570023
b1844,0.522441709,0.586219543,0.557436333,0.582001046,0.622149777,0.542464108,0.603311759,0.65780062
b0798,1.004056351,1.102629669,1.079162404,1.345187168,0.845601171,1.994885147,1.019950179,0.690881905
b3360,0.871169809,0.853172296,1.043945298,1.019349168,0.948857745,1.060535041,1.382231913,1.583036879
b2154,1.198095035,0.702193461,1.012790621,1.233576204,0.624676105,0.595250047,1.179042039,0.858371153
b2842,1.099454217,1.206092422,0.992769035,1.239831655,1.260815318,1.086999353,1.079490298,0.770286393
b2134,0.844503921,0.770570271,0.939925818,1.211553939,1.067548617,0.513907662,1.676798241,2.05463662
b3377,0.677088439,0.402501152,0.634994397,0.665498664,0.624225366,0.512875275,1.228190872,1.428935997
b2777,1.057845578,1.107177025,0.977598752,0.862402124,0.84080849,1.33228751,0.719723058,1.405283758
b0537,1.10199945,0.802509778,0.666926289,1.282256032,1.114093293,0.988580256,0.949734942,0.853558313
b1341,0.551374741,0.158451375,0.453561902,0.292843606,0.426060547,0.866410149,0.483134957,0.348400195
b4301,1.225169008,0.575771529,1.013305104,1.787905898,0.698411605,1.937488972,0.364509134,0.385008876
b0961,0.790742619,0.836340651,0.834670526,1.151476212,0.882341416,0.673216347,2.084611698,1.719999533
b1222,0.992768594,0.881058041,1.391548298,0.793951039,1.074727174,0.901386986,1.463510834,1.467429888
b1475,0.290086855,0.266907816,0.286282534,0.253843542,0.276810839,0.318990072,0.205610508,0.226410364
b2438,0.996903218,1.023784949,1.447488144,1.084607729,1.100480804,0.512765821,1.083721315,1.189133752
