,RF,pgm,pgi,gapC,zwf,rpe,WT_0_5,WT_0_7
b3334,0.236268904,0.234972009,0.285228604,0.267040228,0.238319432,0.204621137,0.354398211,0.532462291
b3152,0.461865364,0.405662827,0.425752936,0.26823875,0.349119814,0.507202364,0.283016799,0.292447106
b1242,0.419915394,0.523096419,0.388042987,0.377366092,0.48260272,0.485681204,0.52098952,0.596627765
b0618,0.129349199,0.100511158,0.106431581,0.151960361,0.133147089,0.209409805,0.440480751,0.052211059
b3881,0.266763778,0.270571946,0.200944916,0.249643376,0.275018579,0.373849861,0.364530819,0.195249146
b2141,0.439143773,0.36324389,0.377400835,0.319754976,0.355851296,0.544188163,0.339914265,0.29730848
b4237,0.396230622,0.283328659,0.293529936,0.254505736,0.408426612,0.785610988,1.010963847,0.275866517
b3718,0.359800918,0.441746679,0.48557881,0.332493907,0.32354354,0.245567584,0.382459927,0.413195727
b2384,0.316527588,0.252971358,0.284794408,0.387477654,0.305287179,0.290978056,0.550441547,0.294661651
b1102,0.409461942,0.530854341,0.359789421,0.54331647,0.372637878,0.281786457,0.473981442,0.675322112
b2855,0.277198602,0.371422063,0.337851261,0.25344537,0.186138373,0.306687043,0.379584152,0.383270165
b2574,0.416390114,0.506634789,0.583373763,0.445400524,0.405416206,0.239082378,0.655385483,1.109526276
b2505,0.347773615,0.35953574,0.460791854,0.241335596,0.313755729,0.395109128,0.917127569,1.011003516
b2158,0.282895541,0.160087328,0.240290441,0.210823908,0.395698835,0.156481201,0.173017813,0.156838647
b2490,0.367345416,0.381683036,0.4094353,0.345825987,0.333526827,0.396482896,0.376788459,0.384230097
b2561,0.213356531,0.267302869,0.232122346,0.26982632,0.259266486,0.323846694,0.300721811,0.385482433
b2489,0.260972047,0.307946267,0.313885206,0.196336706,0.238822472,0.388886896,0.287742234,0.427227377
b2921,0.20658966,0.348132377,0.297470921,0.235729935,0.326687389,0.559148956,0.274119634,0.346824361
b3326,0.292686997,0.254949175,0.530950241,0.27254016,0.278582269,0.15456039,0.585509814,0.900905247
b2207,0.254367251,0.189408259,0.1882172,0.221946713,0.21849715,0.303011139,0.727648036,0.195992418
b3905,0.421275776,0.11983241,0.332177137,0.227079513,0.406165951,0.254890004,0.216657887,0.260140581
b1741,0.305640424,0.29965887,0.311675519,0.780424266,0.361947607,0.347865128,0.362275667,0.526798651
b3449,0.441125625,0.507988178,0.355011099,0.278325814,0.348696541,0.673222235,0.144076301,0.247334604
b0919,0.265911387,0.221164951,0.250935896,0.193652806,0.241487597,0.42433318,0.311361899,0.166413923
b2642,0.093270072,0.121376695,0.128260773,0.211519362,0.094675303,0.115264781,0.284112309,0.370665959
b1494,0.485804487,0.23970386,0.372484821,0.756669212,0.405512648,0.194803985,0.483911983,0.418724387
b4274,0.357067092,0.351757838,0.32381038,0.270427603,0.332628796,0.419336908,0.387877595,0.402336828
b3490,0.364149529,0.318027854,0.432234702,0.39604444,0.38804654,0.348056292,0.235718313,0.240085611
b4310,0.415386678,0.496997758,0.327620541,0.220683359,0.436638011,0.504769145,0.348621741,0.371827146
b2268,0.382920797,0.550412211,0.628343227,0.515771631,0.567359916,0.297515202,0.565049742,0.661383774
b2718,0.376718794,0.396675753,0.43983418,0.505072565,0.347354484,0.390724871,0.40666771,0.42557814
b1183,0.197134296,0.163354637,0.277251886,0.162827019,0.1927252,0.76753909,0.104142169,0.107008611
b4287,0.204124803,0.178871267,0.200431094,0.143678685,0.163281718,0.317458131,0.3139058,0.330993481
b0347,0.213599415,0.231214643,0.258169596,0.221757674,0.34500796,0.21552841,0.338465767,0.306137452
b0588,0.433295815,0.32981489,0.293679163,0.490080054,0.408353883,0.235177175,0.712018261,0.768937994
b2732,0.396796803,0.332053252,0.438594321,0.318642827,0.355790582,0.414121546,0.254564208,0.371927146
b4120,0.464042774,0.163218759,0.261346291,0.351198163,0.546202913,0.889738626,0.171898352,0.163508476
b2058,0.349517597,0.374376475,0.355943253,0.341331182,0.347851027,0.236569563,0.39188111,0.402087827
b1521,0.316413014,0.414006385,0.351782626,0.340710494,0.283171471,0.326887857,0.246297154,0.250192195
b2170,0.266319688,0.226096111,0.376183629,0.214064234,0.252661183,0.297740083,0.561367574,0.75352664
b4335,0.164984164,0.147859535,0.119136557,0.161066264,0.21248014,0.295000079,0.420399976,0.002176578
b3216,0.403165636,0.434443292,0.434226193,0.365171345,0.366504244,0.593647241,0.235048302,0.497360832
b2865,0.221720206,0.250709048,0.28147089,0.283821971,0.246366698,0.240569486,0.385613057,0.237375673
b3575,0.464347954,0.468768838,0.342145668,0.679884747,0.518231833,0.423954457,0.196414474,0.125959352
b0233,0.220362903,0.301261847,0.223225435,0.273799619,0.216495029,0.509357764,0.137440826,0.405630001
b1587,0.343129072,0.36118781,0.313704096,0.35855792,0.312095891,0.446484504,2.333805825,0.402186269
b1589,0.380926057,0.327762361,0.406850589,0.316466378,0.263166036,0.3834199,2.476937111,0.489312338
b1528,0.196946165,0.29278511,0.852783692,0.234260439,0.263041519,0.192043309,0.378285255,0.754210545
b3090,0.378807628,0.386577706,0.464011281,0.508407147,0.411346484,0.452825914,0.485576644,0.523774249
b4085,0.377920318,0.327971554,0.455884288,0.530667969,0.395570506,0.951331211,0.315316869,0.265560772
b0594,0.382918826,0.411309398,0.415237476,0.353661903,0.339144704,0.33181076,0.575488608,0.930821014
b0497,0.278578203,0.284241304,0.257075592,0.228038916,0.288951782,0.229832007,0.228604664,0.191655022
b3238,0.288605132,0.247767315,0.784508703,0.243186455,0.266283508,0.254335034,0.405093407,0.482021595
b2832,0.317189804,0.313211503,0.502215842,0.466069663,0.350450367,0.242768366,0.341411928,0.670336386
b1456,0.247199375,0.291633478,0.250392855,0.304424457,0.30934697,0.205985526,0.990000856,1.061382451
b1650,0.377666037,0.386629211,0.396412338,0.412129605,0.244892197,0.43033562,0.573380307,0.560779682
b1546,0.239717011,0.199448987,0.302823087,0.277984727,0.261278998,0.382583584,0.22505006,0.239878281
b0235,0.352497155,0.302613514,0.284900865,0.189204051,0.349469253,0.7470633,0.107843845,0.136242102
b2446,0.387278946,0.503385263,0.453955078,0.325301667,0.373145696,0.817142308,0.392612332,0.344720161
b2488,0.355455607,0.384711623,0.468810451,0.293527622,0.364251599,0.418627625,0.492006253,0.572571968
b3716,0.177859848,0.58671248,0.363963528,0.232366733,0.266133189,0.302021922,0.294761995,0.343667424
b0457,0.259637077,0.254814379,0.260635494,0.170016877,0.23283305,0.220294821,0.183662482,0.263696919
b2437,0.155178009,0.139254201,0.175956897,0.167168502,0.128580701,0.200918136,0.059432041,0.063196795
b2775,0.502368681,0.520173819,0.310195885,0.434534281,0.654678993,0.503021512,0.236853043,0.103190974
b0254,0.2292845,0.277218695,0.291877812,0.310850452,0.240441129,0.246887638,0.183549421,0.332082632
b0517,0.277969151,0.288257006,0.211903195,0.309080723,0.336170897,0.257420324,0.2208309,0.100580977
b2788,0.115491826,0.13838131,0.116672621,0.127110956,0.110843783,0.203897609,0.129317593,0.158922934
b0365,0.229396623,0.230443812,0.339865575,0.243462259,0.148246493,0.053452008,0.407807939,0.389062889
b4348,0.311295602,0.292952882,0.418546331,0.482844772,0.392069243,0.121197269,0.709893699,1.096436009
b0692,0.469246207,0.427272654,0.431820459,0.541931961,0.475471587,0.60908119,0.31194108,0.402107909
b3634,0.203147885,0.198110828,0.325523153,0.176222654,0.213710066,0.335004236,0.22923179,0.432710174
b1029,0.499519579,0.705832787,0.511982153,0.498956113,0.421285694,0.334490831,0.361642225,0.256219854
b3677,0.218823311,0.207543371,0.311892414,0.268403359,0.217393017,0.259181614,0.275919661,0.317754159
b1610,0.455564311,0.486604048,0.328373707,0.715634041,0.418254212,0.293316293,0.167149099,0.225619516
b3773,0.371449674,0.289882354,0.381685187,0.786720994,0.402373591,0.445265123,0.496190124,0.445959723
b0135,0.284050853,0.367793875,0.171783641,0.276264695,0.322783504,0.273210366,0.532881501,0.574477482
b2985,0.373061872,0.24492558,0.35716402,0.417814206,0.323356299,0.262085667,0.481620667,0.873182163
b2229,0.268362327,0.156192655,0.251919824,0.196414055,0.221539122,0.323032236,0.35536368,0.21032826
b3112,0.379447318,0.453400135,0.347733123,0.324166368,0.383117712,0.53449691,0.32551543,0.418493414
b1253,0.046950048,0.039892041,0.041827909,0.140518207,0.048344573,0.049204567,0.097342976,0.046609502
b2863,0.192781742,0.20814309,0.240828395,0.308565407,0.248430042,0.215524845,0.400356095,0.8371837
b3889,0.358540475,0.374819728,0.417305013,0.421516973,0.485539292,0.495517104,0.267276259,0.317768941
b0249,0.306671689,0.526732401,0.32012641,0.321242521,0.300247871,0.226020885,0.328509255,0.392034811
b2730,0.432535462,0.514220523,0.363502305,0.326780313,0.41435684,0.560786534,0.399782434,0.350438551
b4257,0.402265311,0.443528563,0.328886077,0.292429697,0.341670994,0.475377321,0.378176554,0.403234126
b1211,0.126553533,0.16841644,0.172222558,0.274042407,0.157508743,0.20625441,0.223767124,0.196363505
b4100,0.221331646,0.19399174,0.239846376,0.175927389,0.19507583,0.245491159,0.385980134,0.344296684
b1388,0.239896389,0.392490047,0.175857529,0.18766287,0.270168416,0.286600375,0.181455686,0.190690643
b0106,0.401420872,0.481404081,0.517981242,0.416254068,0.449019631,0.321870988,0.471993242,0.513363404
b1022,0.451027022,0.459695284,0.342852801,0.450180135,0.427368502,0.361071114,0.404245284,0.352982242
b3266,0.416011699,0.385689985,0.335392463,0.380417432,0.352122269,0.50503312,0.364675596,0.320496491
b4399,0.229917958,0.171738122,0.258079875,0.253961809,0.22383195,0.255801776,0.203485397,0.211060506
b3084,0.281209835,0.2944083,0.312755868,0.347482225,0.3443768,0.203547503,0.6851824,0.682159818
b0158,0.34353973,0.46728671,0.787749982,0.373944837,0.397881976,0.232378341,0.635941252,0.33636533
b3155,0.191332468,0.16741626,0.278874454,0.231109856,0.19517965,0.366483147,0.296712408,0.31099474
b2769,0.297297438,0.284730077,0.375873223,0.293565022,0.327218539,0.372380185,0.585909722,0.441746191
b1951,0.37186641,1.362048419,0.529864711,0.652174094,0.354241121,0.169425396,0.007604554,0.035111194
b0896,0.143778393,0.113135857,0.15216698,0.090865487,0.107536403,0.138579527,0.284991795,0.134609968
b4230,0.276936053,0.230147656,0.186728524,0.174812281,0.23001392,0.491872881,0.03135423,0.042286803
b3422,0.315834596,0.268290247,0.314559244,0.232885737,0.34591375,0.467080432,0.295610676,0.192205261
b1788,0.190798954,0.209061098,0.208995833,0.225655969,0.188477898,0.167603756,0.276877253,0.269441425
b0371,0.33744467,0.260694733,0.368056286,0.421336938,0.38474232,0.225350445,0.425051645,1.006007952
b0555,0.368276662,0.371989137,0.44709761,0.59709498,0.507775208,0.438308964,0.592656881,0.558206004
b0374,0.427588728,0.26683232,0.311692629,0.439857976,0.39954516,0.472192923,0.394343442,0.499448512
b2835,0.147682678,0.140180907,0.14201637,0.124013984,0.129035729,0.132867833,0.103467882,0.122854
b0569,0.430201014,0.385156379,0.437523176,0.424229114,0.335793558,0.468437044,0.618576471,0.423982078
b0813,0.388447664,0.38000426,0.396507708,0.321688239,0.461978811,0.413521694,0.561982924,0.612591011
b2410,0.210176745,0.232495419,0.324462172,0.183064553,0.211294416,0.23315326,0.193736309,0.283143772
b0152,0.370017881,0.346761556,0.470230626,0.566100845,0.401740252,0.254556579,0.574111652,0.765792516
b2201,0.360448083,0.365265688,0.288997476,0.384906971,0.361133383,0.471003868,0.382543589,0.34327694
b2720,0.21780095,0.237308613,0.268048195,0.183265852,0.189779736,0.197398619,0.279244297,0.334198554
b2459,0.462336788,0.435582923,0.226486649,0.442488089,0.422955602,0.480268368,0.187223053,0.068761541
b0592,0.255708256,0.267999647,0.324888549,0.373177793,0.353219443,0.180259272,0.280345115,0.251490511
b2541,0.250946326,0.222781495,0.253173805,0.273374761,0.231024292,0.238925804,0.256236344,0.207340635
b2639,0.196906889,0.237562407,0.274012379,0.275179813,0.271982835,0.244751184,0.295355708,0.216985142
b3411,0.389296504,0.36015156,0.470867333,0.474607808,0.405255054,0.525958324,0.555690253,0.499627729
b0547,0.23639842,0.287143564,0.17458542,0.266264585,0.230943081,0.213009201,0.151501981,0.217247393
b0502,0.376485475,0.332675152,0.515191664,0.37447687,0.389362806,0.364937652,0.440501766,0.543698162
b4268,0.328352478,0.360130262,0.268656937,0.35573653,0.36002906,0.47479766,0.21475755,0.164955021
b3504,0.281575478,0.307863779,0.253372714,0.206301956,0.266454669,0.163828309,0.923953659,1.197999031
b1410,0.228193415,0.251880327,0.244624142,0.186510773,0.212017945,0.307982916,0.167993473,0.189839472
b1636,0.323474695,0.318130576,0.331424988,0.470263397,0.303212056,0.303716609,0.433047779,0.862353776
b0037,0.366270942,0.332672569,0.322100783,0.363031938,0.313244557,0.38676832,0.876573228,0.753973198
b1711,0.125060128,0.141953289,0.189663498,0.130175293,0.138761981,0.12758151,0.117667746,0.185222885
b0768,0.304250399,0.4158383,0.331563947,0.364429611,0.312968112,0.358755245,0.452806976,0.387710993
b1959,0.224683035,0.289253267,0.253494576,0.225894955,0.232215169,0.24452482,0.128815857,0.130729515
b1862,0.333276483,0.32272574,0.292741668,0.35812244,0.31213556,0.369903594,0.304160606,0.338236753
b2736,0.404980303,0.352982042,0.387953556,0.431117076,0.326564703,0.525057125,0.171557288,0.165877811
b3371,0.395146462,0.313500126,0.253751615,0.356918981,0.291041076,0.327325755,0.316191237,0.201058418
b3532,0.343784579,0.356234067,0.458209327,0.284844846,0.304995449,0.252185346,0.265243652,0.388898412
b2222,0.148604548,0.10769065,0.310027217,0.844148013,0.223874736,0.221229913,0.202623756,0.22664575
b1653,0.435300298,0.32037,0.447347418,0.298216734,0.287301531,0.343750601,0.295015793,0.24543807
b0916,0.241315779,0.233364817,0.248768703,0.277280151,0.256789504,0.176057313,0.219324405,0.220856507
b3606,0.099640907,0.118386107,0.197684557,0.13789662,0.142060788,0.116006729,0.326269031,0.452059967
b1353,0.143342923,0.153089644,0.16362233,0.119896841,0.139715449,0.192985893,0.588421214,0.739976659
b0272,0.362592211,0.300687111,0.472828621,0.351031731,0.415595226,0.191651198,0.674050763,0.872635627
b1168,0.198149469,0.207072268,0.146082167,2.990799687,0.503919761,0.212090894,0.211226698,0.194392258
b0368,0.378412553,0.322274958,0.422402707,0.322000154,0.294495398,0.398233231,0.384049612,0.363898144
b4285,0.232904763,0.178484092,0.163310342,0.234636508,0.254278808,0.183748318,0.194323504,0.193591608
b4080,0.325112476,0.352901014,0.319393005,0.304633729,0.32420623,0.35186045,0.970825852,1.085361066
b0974,0.382567635,0.313160776,0.377312098,0.349667703,0.347823341,0.428275119,1.066983922,0.239893142
b2759,0.225153032,0.294759275,0.196212587,0.198943221,0.257365234,0.164158703,0.354319108,0.293476529
b1572,0.325341444,0.43005034,0.46560212,0.384790423,0.341243511,0.387844868,0.344558421,0.261796814
b0520,0.191657228,0.150337356,0.226787725,0.215820604,0.158439924,0.159836057,0.22268298,0.200452207
b0621,0.3681188,0.264683905,0.314424997,0.348062912,0.330682053,0.381419474,0.640083147,0.404413631
b1828,0.081177859,0.085666327,0.100214108,0.258068734,0.097901528,0.068562593,0.031652053,0.080589046
b1457,0.226879557,0.497583114,0.487357867,0.430852208,0.327332822,0.429949008,0.403317205,0.570708763
b2539,0.401598982,0.37325635,0.407938583,0.426385919,0.353470817,0.362052658,0.320085807,0.260973589
b1137,0.198073511,0.151180233,0.266211461,0.363218463,0.23801224,0.133795653,0.215202381,0.186398788
b0995,0.196457994,0.182977576,0.247111036,0.285165329,0.223634047,0.299990343,0.364850991,0.402323854
b0305,0.221932666,0.198977969,0.193761369,0.244442014,0.24273493,0.449231983,0.133909125,0.144628773
b2374,0.375927889,0.27711555,0.33270787,0.341852289,0.440207352,0.263136265,1.471168463,0.703189527
b3557,0.266331778,0.254462594,0.248553911,0.295381916,0.284458683,0.23689193,0.406832157,0.386474007
b2837,0.235495808,0.232537628,0.212254301,0.196182951,0.209358441,0.223080475,0.179253707,0.252399632
b3906,0.255057389,0.168946219,0.180282629,0.218487897,0.24729179,0.204770541,0.06576473,0.065202207
b0505,0.210849964,0.182685413,0.258740132,0.194352809,0.247330041,0.250576137,0.288209115,0.289209987
b3161,0.252326915,0.235875007,0.277678912,0.307975468,0.309635774,0.510632314,0.369558189,0.332900852
b0972,0.194400486,0.160271907,0.160469851,0.904169534,0.266907655,0.213286116,0.688284433,0.132692203
b2205,0.24848879,0.159919369,0.170312386,0.213126756,0.349236015,0.232490806,0.375112042,0.156480185
b3801,0.477144838,0.218748605,0.238360765,0.309352885,0.280086445,0.385454695,0.243153706,0.216532692
b1011,0.268177493,0.332561472,0.357053332,0.336853852,0.202149429,0.281235666,0.449972037,0.4371982
b3918,0.246985847,0.287166626,0.382084294,0.332411149,0.333856411,0.322114968,0.389398241,0.474771259
b2241,0.309994021,0.319285527,0.406803742,0.359372289,0.366016388,0.313334716,0.317553327,0.236344579
b1170,0.226428297,0.21520533,0.200142286,0.269999934,0.199723405,0.194896007,0.23312379,0.229050161
b0730,0.328160771,0.364138314,0.398759079,0.474397776,0.376963398,0.22739017,0.61932554,0.646182372
b1327,0.369505113,0.479531085,0.347617199,0.301095997,0.282271992,0.451550492,0.273151209,0.326066628
b4084,0.270158366,0.238303473,0.286964474,0.276684399,0.2732427,0.388014771,0.101445521,0.209017107
b1985,0.206502355,0.143416713,0.24023351,0.214440251,0.171903282,0.36631745,0.198300843,0.27332398
b2492,0.378587982,0.28589286,0.442930372,0.394621455,0.395735348,0.316933687,0.29625692,0.427004804
b3514,0.278350006,0.269669794,0.27060922,0.161847807,0.224569231,0.213867375,0.502150754,0.503545419
b3753,0.133909483,0.140800203,0.058382022,0.157452848,0.117144745,0.18901363,0.092587505,0.112125523
b0821,0.193276828,0.273628021,0.379819606,0.121415629,0.219651327,0.223560537,0.165734546,0.548178701
b1868,0.321729545,0.484740411,0.243708958,0.359590256,0.419785984,0.370355173,0.311331266,0.348324573
b4281,0.301432585,0.298066708,0.277655318,0.627933347,0.44947123,0.276329783,0.253654757,0.359021395
b3678,0.374191011,0.266160216,0.26331841,0.369149072,0.326902187,0.398816996,0.209372501,0.114765991
b4356,0.179669311,0.13672482,0.204960315,1.148531253,0.252651392,0.237905601,0.07887832,0.062881393
b2420,0.202266423,0.308655624,0.179995119,0.401766613,0.244162971,0.115341716,0.143793544,0.327291053
b3582,0.266968211,0.185635543,0.196840162,0.250432607,0.208530925,0.179553877,0.126459769,0.08162211
b1434,0.115949693,0.232190904,0.106569566,0.120146512,0.151832212,0.147443244,0.285239157,0.156672316
b3026,0.20061622,0.254509477,0.238753042,0.138692472,0.207501333,0.153302048,0.197150101,0.24407089
b0793,0.443321733,0.279641835,0.30683854,0.265385674,0.358636646,0.45372587,0.353802446,0.355539378
b4318,0.31933318,0.247848601,0.248624031,0.415458837,0.400836321,0.152892002,1.906033835,1.007616583
b2006,0.352788555,0.32021784,0.372675067,0.32685911,0.32019962,0.319432012,0.230009981,0.298351252
b3502,0.166057431,0.157351196,0.22605981,0.169670167,0.200688391,0.137595469,0.361141421,0.562839545
b2354,0.345032535,0.318901206,0.313231031,0.31503489,0.375180579,0.258153976,0.332526483,0.335772848
b0534,0.181043887,0.158276802,0.186183001,0.198378326,0.175265283,0.373676328,0.475684495,0.205494156
b2737,0.346495017,0.358698185,0.35117787,0.335316839,0.360930011,0.426781502,0.310062315,0.291610835
b2368,0.290038807,0.228603693,0.234587516,0.227881166,0.250264995,0.276257006,0.467209344,0.178893057
b2933,0.220164414,0.229401057,0.245709831,0.224842057,0.225359327,0.246085989,0.148102986,0.097597207
b2456,0.233142362,0.224576827,0.190670835,0.216567919,0.158965084,0.20295687,0.126842026,0.094518819
b2100,0.346680867,0.30935662,0.341471332,0.395740118,0.337718107,0.272919828,0.32583489,0.275381353
b4002,0.121810412,0.153191881,0.100896786,0.120991475,0.122374532,1.378633929,0.125779503,0.108058805
b2789,0.141985408,0.156181087,0.078749562,0.123201419,0.117737244,0.205020919,0.099472424,0.101185631
b0807,0.306556997,0.27051764,0.390403983,0.405685046,0.361222831,0.214337449,0.441638272,0.594351086
b2723,0.109212834,0.096803274,0.188644747,0.12258619,0.10326639,0.13402895,0.169246786,0.070647702
b2173,0.260344803,0.313788663,0.439528366,0.32995394,0.381447414,0.329187438,0.447570179,0.736497432
b3331,0.264745154,0.278027659,0.293800809,0.279721569,0.287863076,0.230224476,0.419246507,0.590415521
b0040,0.337800076,0.324484722,0.414603502,0.325310246,0.347668834,0.309860203,0.434918022,0.500582266
b2270,0.173510001,0.198116451,0.137656615,0.15374909,0.286389481,0.291519146,0.125584063,0.156117944
b0300,0.307501097,0.459805634,0.331322089,0.412128324,0.456785293,0.496754028,0.415808625,0.514745119
b1772,0.320414205,0.247629296,0.301351946,0.737480131,0.32855485,0.30599056,0.556896019,0.255594407
b4079,0.271652446,0.213292298,0.151892734,0.336064908,0.242330471,0.553232317,0.22207937,0.246532594
b3921,0.248296225,0.302642669,0.272455645,0.268066942,0.266023676,0.304183297,0.221186832,0.326827643
b3895,0.345864943,0.280260757,0.420908169,0.330906476,0.326461807,0.597082941,0.419810718,0.457000792
b1694,0.200481364,0.191036068,0.229919941,0.211119964,0.211769304,0.078847628,0.224614685,0.183612347
b0504,0.364683724,0.384680022,0.308701925,0.314318588,0.346241924,0.393171398,0.252907924,0.25812492
b3117,0.380687046,0.511720245,0.298087069,0.367001919,0.418729934,0.549161629,0.256156631,0.250207781
b4326,0.253526691,0.380093988,0.233467453,0.199415427,0.273519067,0.718820931,0.385471895,0.490139988
b3951,0.316744525,0.286539639,0.248908857,0.4047288,0.389061399,0.287115256,0.366711868,0.352499284
b0530,0.098405424,0.084064579,0.097786299,0.098436524,0.086426876,0.063018363,0.09964313,0.097691653
b2483,0.0638147,0.056386116,0.055947029,0.054528364,0.074464515,0.106340209,0.152689942,0.246278794
b1054,0.197997812,0.21935523,0.174305743,0.181933773,0.195385008,0.228718223,0.305889563,0.375132284
b3264,0.168136015,0.172033769,0.164777147,0.159401791,0.273576136,0.241828598,0.184233505,0.16068937
b2649,0.343907828,0.34888813,0.452242184,0.370425592,0.402600345,0.296611806,0.227677022,0.210934984
b0359,0.298276045,0.348051944,0.220550933,0.261565948,0.306960885,0.335084434,0.004345614,0.263145441
b2406,0.266854099,0.110723667,0.891468612,0.126749829,0.143495862,0.481096387,0.470537663,0.495012047
b3062,0.233343846,0.214564846,0.270059057,0.23853491,0.210910629,0.215343819,0.38821911,0.612798543
b1112,0.247627579,0.300217402,0.359073398,0.247598383,0.224732846,0.339038861,0.407059241,1.088098962
b1526,0.203396797,0.249841626,0.230690023,0.162594281,0.217098626,0.281140061,0.16059945,0.229617158
b0649,0.201990574,0.195336294,0.199562605,0.255928359,0.230711706,0.171365005,0.244422421,0.243506247
b3561,0.16134578,0.191902939,0.207461217,0.14930875,0.174913564,0.182108447,0.179065928,0.263511493
b0288,0.279551474,0.493587957,0.569520505,0.432833335,0.34935647,0.336343005,0.308845997,0.382053667
b0433,0.222311281,0.196821982,0.173135276,0.202050834,0.197766773,0.093421399,0.410057025,0.411496274
b3327,0.070210919,0.059652622,0.089298105,0.067961056,0.060190118,0.034070057,0.131859725,0.069701653
b1534,0.307193237,0.370211826,0.33170372,0.570098629,0.450486458,0.33833498,0.563113237,0.334717739
b2873,0.267140634,0.25178885,0.28868222,0.268764832,0.263651081,0.359391291,0.253048443,0.298111362
b3215,0.153846323,0.128136723,0.150326281,0.138990037,0.145741327,0.107292252,0.180390627,0.208207098
b3050,0.322292222,0.325868213,0.243488707,0.323670271,0.281375263,0.324468641,0.278189141,0.331410689
b2378,0.26190939,0.406575772,0.256728286,0.350752216,0.292308488,0.261935242,0.437814982,0.595092543
b3584,0.325253323,0.28734522,0.364979868,0.271846632,0.322437119,0.375138947,0.298807154,0.272861413
b1463,0.319216576,0.295137682,0.335689429,0.274888731,0.310343391,0.470473995,0.309172091,0.333827653
b1750,0.100061743,0.157617948,0.124353872,0.112368334,0.117954744,0.109602775,0.517679307,0.164246176
b0533,0.303151084,0.205032607,0.29199437,0.363754821,0.289636704,0.220844547,0.501405787,0.337313219
b2139,0.24007076,0.186195325,0.328981304,0.176961572,0.212766026,0.124679842,0.292201662,0.387399188
b1535,0.349325568,0.627908196,0.22841884,0.371086619,0.385409889,0.277153629,0.378819274,0.207681825
b1705,0.253197965,0.291618503,0.413160354,0.267424842,0.228118948,0.287640591,0.356319987,1.465676264
b4332,0.270560982,0.256457881,0.354658886,0.195983562,0.30728635,0.30823625,0.269421706,0.348159672
b2715,0.132430657,0.121820394,0.11914575,0.117421273,0.109533665,0.190521709,0.108114664,0.121035954
b1789,0.316019912,0.235927439,0.391813833,0.474441986,0.313636642,0.204153352,0.552933443,0.758759143
b4099,0.217473621,0.222832519,0.218282871,0.263529009,0.142364621,0.118461332,0.174523052,0.089361012
b4086,0.280839617,0.268197813,0.315401473,0.356153531,0.275925124,0.665386093,0.051358771,0.036035708
b4060,0.148660509,0.124218122,0.107742929,0.144720364,0.158891272,0.156551026,0.321296189,0.608448749
b1167,0.161818552,0.364644642,0.171225714,0.186484862,0.202983614,0.357555003,0.057413254,0.056998774
b1973,0.311091695,0.294005714,0.30067395,0.643428501,0.260836839,0.222237039,0.366770416,0.412759891
b3571,0.32550305,0.194825167,0.228508301,0.361593502,0.27610882,0.416883821,0.339427074,0.43630547
b2714,0.299736637,0.356544662,0.4144126,0.363369574,0.408543113,0.280705483,0.397028577,0.429015865
b2969,0.194313254,0.214538271,0.232112771,0.193474189,0.247402661,0.251547783,0.281285046,0.330228256
b2084,0.238014187,0.164957332,0.137591504,0.180427276,0.175395649,0.157521676,0.361846375,0.15492216
b3696,0.167534522,0.16844351,0.213768049,0.187575914,0.180733879,0.20864786,0.195346995,0.258827348
b2637,0.203238234,0.18506519,0.315261659,0.225574743,0.165438287,0.190663676,0.096480229,0.112446095
b0804,0.330092107,0.302343766,0.433740414,0.294947603,0.363526976,0.276945878,0.411656356,0.945383116
b3483,0.167766331,0.191254388,0.192086528,0.226204189,0.167175809,0.133006254,0.425558644,0.766457711
b0339,0.210044483,0.432721579,0.199893049,0.277206497,0.245244724,0.059694306,0.162632081,0.190882448
b1577,0.365788534,0.282715654,0.427726699,0.351681054,0.230420422,0.618161677,0.377539319,0.411135983
b1411,0.032915223,0.033286497,0.040972516,0.182632957,0.037925687,0.028465373,0.029755924,0.032676477
b2208,0.353051605,0.28249723,0.323158616,0.323874988,0.370922948,0.442680441,0.700381762,0.320702813
b1157,0.123871773,0.091356654,0.159319134,0.121377604,0.095560467,0.169449905,0.185525496,0.121525059
b1309,0.285363884,0.397054207,0.355545479,0.431984934,0.282982607,0.365333823,0.231781751,0.332761114
b1355,0.111655568,0.21064384,0.091342312,0.116554229,0.114753606,0.118013121,0.074688868,0.20936387
b0270,0.346881714,0.314537292,0.349867353,0.272498428,0.33667088,0.659366039,0.324150274,0.278110971
b2776,0.229492663,0.196260405,0.154093471,0.201809415,0.273323336,0.217716885,0.10171833,0.117473848
b1762,0.267659509,0.19830428,0.439908548,0.392483684,0.281595808,0.17545459,0.617555856,0.898687584
b0024,0.402671777,0.233104162,0.319269174,0.24398613,0.312727708,0.405517798,0.18656069,0.204139191
b0366,0.213680027,0.171149643,0.244900238,0.173212974,0.126140548,0.089007092,0.163192933,0.181439781
b2469,0.313997932,0.278168077,0.243778525,0.318396009,0.302413658,0.280083124,0.505843154,0.382091129
b3135,0.141398435,0.114091088,0.111285368,0.136374139,0.135252832,0.133827888,0.051785196,0.027598724
b2203,0.221587417,0.150430149,0.173505376,0.162431117,0.200399318,0.204670606,0.313578921,0.183750175
b3060,0.31387709,0.32742246,0.34763852,0.401933301,0.341253376,0.373572824,0.382206984,0.398936706
